[Header Info Signal 1 COLT 3.0]
"champor_std_20_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
23 Apr 2021  17:51    ,210420_Ring21_liq_sync.M,7
"sabinene_hydrate_E TIC",1716597,15.812,0.00
"sabinene_hydrate_E EIC",78025,15.817,0.00
"sabinene_hydrate_E SIM",1667323,15.607,0.00
"acetophenone TIC",215545,15.888,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",325527,16.372,0.00
"nonanal EIC",330849,16.294,0.00
"RI_1118_unknown TIC",1360765,16.518,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",1720100,16.518,0.00
"thujone_a EIC",65891,16.519,0.00
"thujone_b TIC",939677,16.647,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",281913846,17.253,0.00
"champhor EIC",52899892,17.253,0.00
"borneol TIC",489209,17.656,0.00
"borneol EIC",194622,17.648,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",601625,17.905,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",0,0.000,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",2930937,18.976,0.00
"RI_1302_unknown TIC",427422,19.373,0.00
"RI_1312_unknown TIC",300641,19.502,0.00
"1-Bromo-Decane TIC",288863,20.081,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",18897,20.175,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",103477,20.461,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",133089,20.708,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",53102,21.369,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",1084156,22.061,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",267602,22.208,0.00
"RI_1514_unknown EIC",136439,22.264,0.00
"RI_1520_unknown_sesquiterpene TIC",1179963,22.270,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",3431586,22.481,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",993371,22.609,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"champor_std_60_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
23 Apr 2021  21:16    ,210420_Ring21_liq_sync.M,9
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"champor_std_60_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\"
23 Apr 2021  21:16    ,210420_Ring21_liq_sync.M,9
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",0,0.000,0.00
"pinene_a SIM",0,0.000,0.00
"RI_960_unknown_monoterpene TIC",51459,13.667,0.00
"RI_960_unknown_monoterpene EIC",29564,13.672,0.00
"RI_960_unknown_monoterpene SIM",45908,13.670,0.00
"camphene TIC",94602,13.682,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",48078,13.670,0.00
"RI_975_unknown_monoterpene TIC",340412,13.925,0.00
"RI_975_unknown_monoterpene EIC",29558,13.679,0.00
"RI_975_unknown_monoterpene SIM",52608,13.670,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",735,14.075,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",0,0.000,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",27020,14.484,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",15087,14.504,0.00
"hexyl_acetate EIC",0,0.000,0.00
"methyldecane_2 TIC",51719,14.590,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",13358,14.770,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",0,0.000,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",0,0.000,0.00
"cymene_p EIC",0,0.000,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",0,0.000,0.00
"limonene SIM",1418,15.202,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",10461,15.202,0.00
"RI_1066_unknown_monoterpen TIC",631291,15.626,0.00
"RI_1066_unknown_monoterpen EIC",9418,15.626,0.00
"RI_1066_unknown_monoterpen SIM",428612,15.625,0.00
"sabinene_hydrate_E TIC",1579697,15.813,0.00
"sabinene_hydrate_E EIC",61297,15.816,0.00
"sabinene_hydrate_E SIM",1598584,15.627,0.00
"acetophenone TIC",170366,15.893,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",338852,16.377,0.00
"nonanal EIC",322859,16.295,0.00
"RI_1118_unknown TIC",1294081,16.522,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",1373363,16.521,0.00
"thujone_a EIC",25487,16.523,0.00
"thujone_b TIC",993605,16.652,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",281902734,17.254,0.00
"champhor EIC",52252206,17.254,0.00
"borneol TIC",318493,17.663,0.00
"borneol EIC",84228,17.656,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",141897,17.918,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",328356,17.928,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",2017523,18.986,0.00
"RI_1302_unknown TIC",334151,19.350,0.00
"RI_1312_unknown TIC",0,0.000,0.00
"1-Bromo-Decane TIC",184970,20.131,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",134566,20.131,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",0,0.000,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",422018,22.067,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",-210722,22.139,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",182313,22.239,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",1846048,22.515,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",795994,22.646,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"champor_std_80_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
23 Apr 2021  21:58    ,210420_Ring21_liq_sync.M,10
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"champor_std_80_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\"
23 Apr 2021  21:58    ,210420_Ring21_liq_sync.M,10
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",28364,13.302,0.00
"pinene_a SIM",22685,13.308,0.00
"RI_960_unknown_monoterpene TIC",48726,13.670,0.00
"RI_960_unknown_monoterpene EIC",18892,13.666,0.00
"RI_960_unknown_monoterpene SIM",33484,13.669,0.00
"camphene TIC",0,0.000,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",35221,13.669,0.00
"RI_975_unknown_monoterpene TIC",411318,13.926,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",39332,13.669,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",26176,14.097,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",0,0.000,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",65484,14.273,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",45959,14.473,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",51092,14.473,0.00
"hexyl_acetate EIC",0,0.000,0.00
"methyldecane_2 TIC",127758,14.586,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",34600,14.752,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",0,0.000,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",0,0.000,0.00
"cymene_p EIC",0,0.000,0.00
"limonene TIC",26339,15.152,0.00
"limonene EIC",0,0.000,0.00
"limonene SIM",36031,15.107,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",1524272,15.607,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",841815,15.607,0.00
"sabinene_hydrate_E TIC",1804578,15.811,0.00
"sabinene_hydrate_E EIC",88579,15.818,0.00
"sabinene_hydrate_E SIM",1689636,15.607,0.00
"acetophenone TIC",247563,15.893,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",357064,16.372,0.00
"nonanal EIC",326719,16.293,0.00
"RI_1118_unknown TIC",2263536,16.518,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",2345445,16.518,0.00
"thujone_a EIC",84673,16.518,0.00
"thujone_b TIC",980013,16.649,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",394841570,17.257,0.00
"champhor EIC",72697017,17.258,0.00
"borneol TIC",544026,17.654,0.00
"borneol EIC",176676,17.645,0.00
"dodecane TIC",134517,17.820,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",526427,17.907,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",0,0.000,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",2243767,18.981,0.00
"RI_1302_unknown TIC",1663498,19.310,0.00
"RI_1312_unknown TIC",293758,19.514,0.00
"1-Bromo-Decane TIC",255299,20.083,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",62170,20.716,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",82099,20.794,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",136240,21.379,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",473338,22.041,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",131155,22.213,0.00
"RI_1514_unknown EIC",264336,22.259,0.00
"RI_1520_unknown_sesquiterpene TIC",1453737,22.264,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",34611,22.254,0.00
"RI_1536_unknown TIC",2987826,22.483,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",937166,22.610,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"champor_std_80_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
23 Apr 2021  22:38    ,210420_Ring21_liq_sync.M,10
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"champor_std_80_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\"
23 Apr 2021  22:38    ,210420_Ring21_liq_sync.M,10
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",7603,13.377,0.00
"pinene_a EIC",0,0.000,0.00
"pinene_a SIM",23414,13.309,0.00
"RI_960_unknown_monoterpene TIC",36966,13.671,0.00
"RI_960_unknown_monoterpene EIC",25444,13.666,0.00
"RI_960_unknown_monoterpene SIM",36893,13.669,0.00
"camphene TIC",50359,13.671,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",39330,13.669,0.00
"RI_975_unknown_monoterpene TIC",359162,13.926,0.00
"RI_975_unknown_monoterpene EIC",25449,13.666,0.00
"RI_975_unknown_monoterpene SIM",43062,13.669,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",0,0.000,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",0,0.000,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",0,0.000,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",0,0.000,0.00
"hexyl_acetate EIC",0,0.000,0.00
"methyldecane_2 TIC",61770,14.591,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",9775,14.765,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",0,0.000,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",0,0.000,0.00
"cymene_p EIC",0,0.000,0.00
"limonene TIC",35911,15.165,0.00
"limonene EIC",0,0.000,0.00
"limonene SIM",8469,15.189,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",27009,15.189,0.00
"RI_1066_unknown_monoterpen TIC",776638,15.622,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",479798,15.621,0.00
"sabinene_hydrate_E TIC",1757614,15.813,0.00
"sabinene_hydrate_E EIC",103773,15.820,0.00
"sabinene_hydrate_E SIM",1650558,15.624,0.00
"acetophenone TIC",638361,15.813,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",328067,16.373,0.00
"nonanal EIC",344078,16.295,0.00
"RI_1118_unknown TIC",1738130,16.520,0.00
"RI_1118_unknown EIC",26710,16.524,0.00
"thujone_a TIC",1876197,16.520,0.00
"thujone_a EIC",55406,16.521,0.00
"thujone_b TIC",1051474,16.649,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",393140797,17.257,0.00
"champhor EIC",72576595,17.258,0.00
"borneol TIC",328571,17.662,0.00
"borneol EIC",154402,17.655,0.00
"dodecane TIC",151686,17.828,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",203630,17.924,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",0,0.000,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",1519096,18.990,0.00
"RI_1302_unknown TIC",745174,19.356,0.00
"RI_1312_unknown TIC",0,0.000,0.00
"1-Bromo-Decane TIC",0,0.000,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",0,0.000,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",384073,22.070,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",-245330,22.143,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",1024227,22.313,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",1592806,22.515,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",565626,22.649,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"hexacetate_std_20_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
22 Apr 2021  16:08    ,210420_Ring21_liq_sync.M,3
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"hexacetate_std_20_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\"
22 Apr 2021  16:08    ,210420_Ring21_liq_sync.M,3
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",0,0.000,0.00
"pinene_a SIM",0,0.000,0.00
"RI_960_unknown_monoterpene TIC",0,0.000,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",0,0.000,0.00
"camphene TIC",69900,13.712,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",1686010,13.929,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",253,14.111,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",0,0.000,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",-1196078,14.491,0.00
"decane EIC",7200944,14.491,0.00
"hexyl_acetate TIC",41765507,14.487,0.00
"hexyl_acetate EIC",17345620,14.492,0.00
"methyldecane_2 TIC",0,0.000,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",0,0.000,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",0,0.000,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",75906,15.026,0.00
"cymene_p EIC",15372,15.038,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",0,0.000,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",1858801,15.591,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",1073528,15.594,0.00
"sabinene_hydrate_E TIC",1101944,15.801,0.00
"sabinene_hydrate_E EIC",53675,15.809,0.00
"sabinene_hydrate_E SIM",1537523,15.594,0.00
"acetophenone TIC",0,0.000,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",350089,16.370,0.00
"nonanal EIC",64654,16.298,0.00
"RI_1118_unknown TIC",864465,16.494,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",1058054,16.494,0.00
"thujone_a EIC",0,0.000,0.00
"thujone_b TIC",535729,16.718,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",252566,17.657,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",68711,17.830,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",706458,17.916,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",179743,17.916,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",0,0.000,0.00
"RI_1302_unknown TIC",1487614,19.315,0.00
"RI_1312_unknown TIC",54425,19.477,0.00
"1-Bromo-Decane TIC",103083,20.096,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",35622,20.166,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",185540,20.465,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",119605,20.700,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",0,0.000,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",2013962,22.063,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",0,0.000,0.00
"RI_1514_unknown EIC",9694,22.288,0.00
"RI_1520_unknown_sesquiterpene TIC",164205,22.289,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",781138,22.496,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",23729,22.696,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
